potencia_nominal,vazao_refrigerante,nivel_combustivel,temperatura,pressao,vibracao_x,vibracao_y,vibracao_z,fluxo_neutrons,temperatura_externa,umidade,pressao_atmosferica,ultima_manutencao,horas_operacao,falhas_passadas,pressao_temperatura,fluxo_neutrons_potencia,eficiencia_termica,falha
1111.35,5126.61,92.2,1000.0,17.65118808077742,0.12,0.339,0.087,998.0,18.49,85.69,1029.47,235,4965.0,0,17.65118808077742,1109.1272999999999,-48915.1,0
1043.43,4764.2,95.54,1000.0,28.593409676730683,0.98,0.089,-0.493,1006.0,23.14,87.5,1020.58,294,5050.0,0,28.593409676730683,1049.6905800000002,-48918.66,0
1188.36,4865.56,91.03,1000.0,12.1724241418674,-0.351,0.202,-0.855,991.0,18.65,54.38,1013.85,189,4980.0,1,12.172424141867403,1177.6647600000001,-48923.19,0
949.44,5251.14,81.19,1000.0,27.17558099314597,0.463,-0.603,-0.101,974.0,25.15,85.02,1018.69,145,5065.0,0,27.17558099314597,924.7545600000001,-48921.98,0
1072.58,4887.39,94.12,1000.0,2.819561839866304,0.586,0.229,0.55,982.0,19.88,40.05,996.94,68,5020.0,3,2.819561839866304,1053.2735599999999,-48917.92,0
825.41,5224.43,87.66,1000.0,2.860889110700365,0.463,0.148,-0.033,960.0,18.09,53.97,1030.18,269,4970.0,0,2.8608891107003656,792.3936,-48911.33,0
958.5,5094.92,86.41,1000.0,26.91318813035115,-0.339,-0.742,-0.174,962.0,24.38,60.41,1020.04,330,4974.0,0,26.913188130351145,922.077,-48914.17,0
1185.53,5010.34,99.83,1000.0,16.464907144474857,-0.117,0.066,0.865,961.0,17.25,40.97,1021.48,288,4947.0,0,16.464907144474857,1139.2943300000002,-48910.32,0
1015.59,,91.81,1000.0,6.859195389538508,-0.303,-0.121,0.376,965.0,26.28,71.31,1008.5,105,5001.0,0,6.859195389538508,980.04435,-48915.99,0
915.15,4981.15,94.21,1000.0,10.088655639117253,-0.149,-0.177,-0.864,1030.0,22.45,54.68,1000.94,353,4912.0,1,10.088655639117253,942.6045,-48920.66,0
848.11,5037.93,90.53,1000.0,12.628314560419495,-0.421,-0.023,-0.139,997.0,25.51,37.69,1015.0,256,5015.0,0,12.628314560419495,845.5656700000001,-48917.2,0
1081.41,5206.51,95.4,1000.0,16.519108057900908,-0.182,0.544,0.112,993.0,15.67,61.62,1018.26,153,5028.0,0,16.519108057900908,1073.84013,-48913.84,0
1057.94,4822.85,95.04,1000.0,20.376429558528805,0.734,0.229,-0.534,979.0,31.66,47.21,1014.71,361,5045.0,0,20.376429558528805,1035.72326,-48913.67,0
949.58,4947.44,93.14,1000.0,4.405844520161364,-0.16,-0.522,-0.146,1032.0,19.2,86.46,1022.17,106,4972.0,0,4.405844520161364,979.9665600000001,-48915.47,0
1180.38,5008.96,99.95,1000.0,15.507301357421762,0.053,0.249,0.011,967.0,33.95,79.54,1004.31,170,5120.0,0,15.507301357421762,1141.42746,-48918.36,0
808.88,5132.54,89.2,1000.0,12.071246404755462,-0.363,-0.022,-0.112,983.0,22.83,79.08,1004.19,215,4976.0,1,12.071246404755463,795.12904,-48913.82,0
921.49,4818.31,94.12,1000.0,14.311949695777228,-0.007,-0.308,-0.605,1015.0,31.51,68.56,1005.09,324,4985.0,0,14.311949695777228,935.3123499999999,-48911.32,0
1168.43,4736.69,95.96,1000.0,12.642407633686211,0.413,-0.62,0.734,1002.0,29.77,35.81,1001.99,356,4991.0,0,12.642407633686211,1170.7668600000002,-48927.51,0
928.37,5134.79,87.52,1000.0,11.610212083084994,0.245,0.403,0.133,1025.0,22.75,56.74,1008.84,117,4968.0,0,11.610212083084994,951.57925,-48918.59,0
900.9,4696.41,89.14,1000.0,7.194660505877382,0.709,-0.285,-0.43,1049.0,28.45,68.88,1009.58,108,4987.0,2,7.194660505877382,945.0441,-48919.65,0
1013.69,5257.0,99.38,1000.0,11.993392512614502,-0.605,0.454,0.438,989.0,23.4,41.91,1014.67,309,5095.0,0,11.993392512614502,1002.5394100000001,-48912.04,0
1129.52,4968.81,80.65,1000.0,6.878695911614348,-0.378,-0.538,-0.041,990.0,23.84,54.14,1021.97,236,4853.0,2,6.878695911614347,1118.2248,-48913.47,0
841.26,4690.49,86.71,1000.0,3.204429794343907,-0.206,0.997,0.496,996.0,28.71,58.9,1016.7,212,4866.0,1,3.2044297943439073,837.89496,-48911.810000000005,0
1177.21,4903.92,89.72,1000.0,10.26294454763758,0.762,1.317,-0.052,1003.0,17.22,80.05,998.69,199,4988.0,0,10.26294454763758,1180.7416300000002,-48918.91,0
1118.03,5075.82,80.03,1000.0,2.3845949118392404,0.149,0.271,-0.738,1012.0,22.05,52.83,1021.04,194,4973.0,2,2.3845949118392404,1131.44636,-48915.24,0
872.5,4893.46,97.98,1000.0,13.639127684522975,-0.709,0.648,-0.534,1011.0,27.29,50.96,1001.89,108,4947.0,0,13.639127684522975,882.0975,-48915.29,0
1084.8,5004.01,85.72,1000.0,4.1119303300124646,0.546,-0.227,0.571,984.0,29.54,73.55,992.01,18,5071.0,0,4.1119303300124646,1067.4432,-48920.21,0
953.98,5148.02,85.15,1000.0,11.37885717201985,0.055,-0.276,0.516,1010.0,25.86,50.43,1021.24,131,5030.0,0,11.378857172019853,963.5198,-48917.67,0
960.92,4959.56,96.41,1000.0,29.695418204975685,0.445,0.597,-0.665,1021.0,21.63,35.93,1023.11,152,5076.0,1,29.695418204975685,981.0993199999999,-48918.11,0
1113.32,,85.56,1000.0,1.4947909707104137,0.792,0.076,0.697,930.0,27.38,77.16,1026.63,173,5062.0,2,1.4947909707104137,1035.3876,-48920.619999999995,0
1185.11,4940.2,93.15,1000.0,10.140877908986402,-0.489,-0.686,0.513,,23.34,52.16,1015.72,93,4993.0,0,10.140877908986404,1198.1462099999999,-48922.78,0
850.66,,96.43,1000.0,15.864578035496956,0.792,0.039,-0.317,975.0,36.01,89.2,1027.75,161,4963.0,0,15.864578035496956,829.3935,-48913.12,0
968.25,5337.01,95.85,1000.0,6.240158984346961,-0.037,-0.611,-0.039,985.0,25.91,60.41,996.83,48,5105.0,1,6.240158984346962,953.72625,-48910.9,0
992.38,4596.01,95.64,1000.0,13.605002570659355,-0.207,-0.093,-1.101,961.0,16.75,33.85,1009.38,241,4931.0,0,13.605002570659355,953.67718,-48911.7,0
950.52,,81.77,1000.0,8.197505032866463,,0.524,-0.35,974.0,22.56,75.78,1022.1,312,5085.0,1,8.197505032866463,925.80648,-48917.340000000004,0
945.28,5050.03,81.6,1000.0,7.5301983841570514,-0.596,0.73,-0.106,1044.0,20.51,52.66,1012.95,304,5033.0,0,7.5301983841570514,986.87232,-48902.75,0
820.91,5184.8,86.14,1000.0,22.518184059659813,-0.01,0.138,0.155,1015.0,18.06,37.38,1018.03,294,4989.0,0,22.518184059659813,833.22365,-48918.14,0
1074.22,4889.9,80.72,1000.0,7.150652461386163,-0.121,0.669,-0.058,969.0,19.04,63.42,1017.79,244,5026.0,1,7.150652461386163,1040.91918,-48914.15,0
974.49,4646.35,90.01,1000.0,10.31068024205588,-0.469,-0.23,0.069,1057.0,24.14,44.93,1021.93,50,4972.0,0,10.31068024205588,1030.03593,-48911.19,0
877.92,5116.9,87.9,1000.0,6.466457408486319,-0.323,0.85,-0.484,1035.0,20.83,86.36,1032.32,177,4983.0,0,6.466457408486319,908.6472,-48914.6,0
1126.41,4811.8,91.14,1000.0,8.667850117419368,0.569,-0.361,0.162,955.0,26.36,72.05,1017.94,363,4994.0,0,8.667850117419368,1075.72155,-48906.79,0
1121.02,4722.34,85.98,1000.0,8.834420809533839,-0.089,-0.405,0.842,979.0,26.37,54.89,1019.13,278,4982.0,0,8.834420809533839,1097.47858,-48906.79,0
994.56,4736.32,89.72,1000.0,9.435378519508372,-0.49,-0.23,0.22,997.0,23.9,76.2,1003.91,95,4997.0,0,9.435378519508372,991.5763199999999,-48911.38,0
919.38,5120.18,86.69,1000.0,15.183522526832656,,-0.374,0.017,,24.82,57.85,1008.6,279,4809.0,1,15.183522526832656,860.5396800000001,-48916.22,0
1055.24,5027.89,83.9,1000.0,17.474168163748747,0.383,0.259,-0.37,1010.0,34.06,85.23,1014.63,294,4982.0,0,17.474168163748747,1065.7923999999998,-48917.4,0
915.26,5156.49,92.99,1000.0,12.681145823498891,-0.001,0.626,-0.178,1063.0,32.54,72.72,1011.45,326,4889.0,2,12.681145823498891,972.92138,-48917.71,0
894.4,5133.82,93.47,1000.0,14.564913098072946,-0.617,0.008,-0.656,968.0,25.91,88.73,1001.43,194,5014.0,2,14.564913098072946,865.7792,-48905.22,0
1092.21,4915.81,96.58,1000.0,19.431137131643393,-1.273,0.156,-0.723,984.0,25.96,50.35,1023.01,91,5003.0,0,19.431137131643393,1074.7346400000001,-48915.56,0
816.13,4985.91,97.5,1000.0,41.704963755378586,-0.45,-0.691,-0.035,1059.0,27.56,79.73,1007.92,200,5080.0,0,41.704963755378586,864.2816700000001,-48907.28,1
837.91,4897.71,94.09,1000.0,11.71284474649588,0.527,0.048,0.277,1007.0,26.97,46.9,1012.78,52,4922.0,1,11.71284474649588,843.77537,-48911.47,0
802.72,4957.93,93.75,1000.0,24.90038104819002,0.481,0.885,-0.428,999.0,27.09,50.35,1000.45,271,5010.0,2,24.90038104819002,801.91728,-48919.81,0
861.18,4806.55,81.13,1000.0,12.315269387703674,-0.398,0.706,0.598,1004.0,17.19,44.53,1019.64,178,4982.0,0,12.315269387703673,864.62472,-48910.12,0
827.6,5078.1,82.2,1000.0,18.51305737007194,-0.118,-0.547,-0.28,911.0,25.26,80.25,1010.79,350,5058.0,2,18.51305737007194,753.9436,-48914.88,0
1198.32,5215.02,96.25,1000.0,13.84146289761906,,-0.219,-0.045,1008.0,28.72,84.02,1018.99,130,4958.0,0,13.84146289761906,1207.90656,-48915.95,0
915.52,4836.68,84.66,1000.0,22.01733955483406,-0.069,1.703,0.473,1014.0,23.94,41.8,985.64,240,5040.0,0,22.01733955483406,928.3372800000001,-48915.97,0
859.71,5256.25,87.11,1000.0,11.575121648587068,0.468,0.209,-0.157,1006.0,20.69,81.91,1005.4,293,4956.0,0,11.575121648587068,864.86826,-48915.7,0
896.4,5022.7,82.91,1000.0,16.363887778211755,-0.049,0.758,0.314,1037.0,24.42,87.88,1021.69,283,5144.0,1,16.363887778211755,929.5668,-48919.04,0
1174.45,5048.22,83.9,1000.0,11.886493608610014,0.241,0.797,0.286,1010.0,25.34,61.88,1012.4,230,4919.0,1,11.886493608610014,1186.1945,-48919.020000000004,0
1008.06,4660.11,95.51,1000.0,20.920038577522526,-0.161,-0.558,-0.337,1049.0,18.03,44.56,1034.42,139,5048.0,0,20.920038577522526,1057.4549399999999,-48913.2,0
945.93,4638.55,85.24,1000.0,34.1374798732357,-0.392,0.362,-0.324,1043.0,22.25,85.88,1016.11,111,4992.0,0,34.1374798732357,986.60499,-48912.95,1
1149.36,5028.82,88.98,1000.0,7.920343994277913,0.583,0.094,0.611,993.0,28.58,85.44,1021.83,195,5139.0,1,7.920343994277913,1141.31448,-48915.530000000006,0
958.0,5157.95,83.03,1000.0,12.029015147161644,-0.751,0.871,0.66,996.0,27.0,37.89,1019.93,94,5078.0,0,12.029015147161644,954.168,-48932.32,0
934.0,4865.72,93.56,1000.0,4.366739317617758,-0.3,0.981,0.313,,26.42,87.51,1006.16,2,4926.0,0,4.366739317617758,965.756,-48917.49,0
882.91,5334.02,94.57,1000.0,5.847712122847287,-0.047,-0.416,-0.434,1024.0,32.67,48.21,1010.21,134,5030.0,1,5.847712122847286,904.09984,-48913.3,0
951.12,,87.23,1000.0,24.40529449018163,,1.721,0.434,1003.0,25.75,56.53,1019.75,88,5078.0,0,24.40529449018163,953.97336,-48907.95,0
926.67,4818.33,95.69,1000.0,13.285088086997225,-0.439,0.085,-0.139,1005.0,25.73,63.21,1017.41,259,4914.0,0,13.285088086997225,931.30335,-48906.47,0
1070.92,5006.17,84.8,1000.0,10.635397771302978,0.063,0.316,-0.634,1073.0,30.85,49.83,995.59,260,5014.0,1,10.63539777130298,1149.0971600000003,-48910.89,0
915.83,5495.39,93.84,1000.0,15.825997072172672,-0.693,-1.326,-0.318,,24.93,33.88,1023.04,80,4992.0,1,15.825997072172672,930.48328,-48915.12,0
1030.88,4751.49,94.6,1000.0,13.594230993985777,0.22,0.504,-0.112,961.0,27.45,73.03,1014.54,247,4923.0,0,13.594230993985777,990.67568,-48906.92,0
826.36,5105.65,99.37,1000.0,8.755245891344465,0.912,-1.077,0.543,1008.0,15.96,76.19,993.88,169,4924.0,0,8.755245891344465,832.97088,-48907.7,0
876.52,4935.45,84.65,1000.0,7.60394454899385,-0.98,-0.072,-0.401,1006.0,27.55,61.87,1006.77,111,4968.0,1,7.60394454899385,881.77912,-48922.36,0
962.96,5141.38,81.87,1000.0,14.168316253141041,-0.364,-0.276,-0.483,1028.0,23.26,55.82,1019.76,294,5104.0,1,14.168316253141043,989.92288,-48915.82,0
1174.78,5253.45,85.26,1000.0,6.850616375330173,0.418,0.233,-0.241,1039.0,24.6,73.63,1006.78,291,4943.0,2,6.850616375330173,1220.5964199999999,-48910.77,0
950.9,4922.75,82.46,1000.0,5.806776458547584,1.472,0.09,-0.061,972.0,32.4,89.66,1007.46,166,5013.0,1,5.806776458547585,924.2747999999999,-48919.350000000006,0
1065.63,5223.78,83.39,1000.0,9.286612009653856,0.294,0.293,0.337,970.0,26.89,85.94,1020.41,290,4993.0,0,9.286612009653856,1033.6611,-48913.98,0
902.03,5444.24,86.68,1000.0,21.08414242676967,-0.365,0.623,0.285,990.0,27.01,63.77,1006.09,237,5019.0,0,21.084142426769674,893.0097,-48921.34,0
850.81,5013.25,88.28,1000.0,2.905294713202577,-0.074,-0.502,-1.125,1016.0,22.59,79.04,1019.74,194,4975.0,0,2.905294713202577,864.42296,-48918.21,0
823.41,5156.98,98.07,1000.0,20.076238222978656,,-0.102,-0.178,969.0,24.06,43.21,1000.88,236,5009.0,0,20.076238222978656,797.88429,-48916.96,0
922.17,4881.91,83.91,1000.0,14.77442924726325,0.403,-0.423,0.062,999.0,31.8,52.37,1021.01,311,4836.0,0,14.77442924726325,921.2478299999999,-48922.94,0
863.06,5003.85,99.44,1000.0,3.0450502106398214,0.523,-0.46,-0.435,1013.0,27.2,87.64,1024.37,360,5029.0,0,3.0450502106398214,874.27978,-48912.41,0
869.6,4964.66,96.2,1000.0,14.398445684462677,0.703,0.966,-0.39,1031.0,33.32,63.33,1014.71,296,5070.0,0,14.398445684462677,896.5576,-48913.68,0
1104.3,5159.39,97.63,1000.0,11.176355851534922,-0.165,-0.634,0.312,1045.0,20.65,62.35,1013.03,345,5068.0,0,11.176355851534922,1153.9935,-48922.2,0
806.34,5240.94,98.59,1000.0,20.34507661033822,-0.404,-0.411,0.342,982.0,17.45,44.47,1002.47,10,5021.0,0,20.345076610338218,791.82588,-48909.69,0
1023.12,4978.07,95.06,1000.0,23.127717521474025,,1.097,-0.089,1007.0,23.85,59.57,1022.47,363,5002.0,1,23.127717521474025,1030.2818399999999,-48914.76,0
951.78,5306.72,95.78,1000.0,8.715029138219236,0.69,-0.063,0.201,997.0,29.85,40.07,1014.23,66,5000.0,1,8.715029138219236,948.9246599999999,-48921.94,0
1002.62,5306.01,88.76,1000.0,18.57375725421278,-0.494,-0.032,0.232,1011.0,26.22,73.97,1024.4,75,4948.0,1,18.57375725421278,1013.64882,-48916.740000000005,0
1025.13,5169.37,90.21,1000.0,9.133731039985967,,0.2,-0.548,986.0,18.75,82.37,1018.62,70,4979.0,1,9.133731039985967,1010.77818,-48909.07,0
925.35,4896.79,98.65,1000.0,8.87993970289443,0.395,-0.602,-0.542,1029.0,22.57,76.42,1027.17,209,4961.0,0,8.87993970289443,952.18515,-48912.17,0
918.04,4877.63,87.57,1000.0,6.938753535190578,-0.126,-0.461,-0.197,1042.0,28.0,37.44,1021.79,59,4939.0,1,6.938753535190578,956.59768,-48916.94,0
1093.36,4837.52,80.84,1000.0,15.978510946848166,0.016,-0.308,-0.346,988.0,29.89,63.7,1022.64,26,5033.0,0,15.978510946848166,1080.23968,-48916.89,0
1148.51,5189.83,95.26,1000.0,8.262064337850179,-0.735,0.521,-0.298,948.0,21.48,51.97,1015.83,203,4991.0,1,8.262064337850179,1088.78748,-48914.64,0
877.03,4757.65,91.46,1000.0,11.860664054786735,-0.561,0.336,-0.048,1028.0,31.55,49.49,1009.82,255,5012.0,0,11.860664054786735,901.5868399999999,-48909.87,0
839.05,5135.37,96.3,1000.0,19.395846064573103,-0.046,-0.315,-0.046,1002.0,28.49,77.8,1012.63,23,4950.0,1,19.395846064573103,840.7280999999999,-48912.82,0
1159.12,4783.78,81.51,1000.0,18.793738525882105,-0.349,-0.067,-1.28,1014.0,21.54,58.8,1008.96,72,5083.0,2,18.793738525882105,1175.3476799999999,-48912.83,0
939.96,5164.71,92.42,1000.0,20.860673613862826,-0.574,0.39,0.048,1002.0,34.28,80.88,1018.36,343,4962.0,1,20.860673613862826,941.83992,-48916.73,0
1020.53,5003.44,84.95,1000.0,6.286082279668728,-0.157,-1.192,-0.126,986.0,22.3,54.34,997.71,218,4991.0,1,6.286082279668728,1006.24258,-48906.920000000006,0
943.82,5266.73,98.07,1000.0,14.103574527505026,-0.439,0.151,0.113,,23.21,62.66,1016.44,223,4964.0,0,14.103574527505028,966.4716800000001,-48908.21,0
850.32,5228.29,82.2,1000.0,23.54198088154032,0.014,0.379,-0.32,934.0,29.27,49.22,1015.0,291,4900.0,0,23.54198088154032,794.19888,-48915.58,0
1035.73,5287.01,96.86,1000.0,3.1090113411435083,0.496,-0.459,-0.318,933.0,23.65,53.95,1014.55,162,5003.0,0,3.1090113411435083,966.33609,-48911.48,0
1010.06,5292.16,81.77,1000.0,18.869257949025513,-0.151,0.325,-0.195,970.0,32.69,71.11,1005.11,24,5035.0,2,18.869257949025513,979.7582,-48906.869999999995,0
881.2,5028.73,80.5,1000.0,7.975114596886681,-0.213,0.008,0.534,1001.0,30.65,47.01,1000.11,264,4977.0,0,7.975114596886681,882.0812000000001,-48911.11,0
980.75,4768.24,84.7,1000.0,15.786482487799328,0.537,0.905,-0.208,966.0,27.03,89.85,1005.42,308,5056.0,0,15.786482487799328,947.4045,-48915.47,0
1118.78,4789.5,86.66,1000.0,16.86243303759007,0.367,-0.262,0.555,,29.2,78.96,1012.42,223,4930.0,1,16.86243303759007,1115.42366,-48909.66,0
1036.17,4582.63,92.53,1000.0,24.17793355792755,0.399,0.295,0.489,1029.0,22.5,37.23,1012.11,252,5108.0,0,24.17793355792755,1066.2189300000002,-48911.7,0
838.77,4783.27,82.63,1000.0,12.64725714997915,-1.26,-0.735,-0.169,1002.0,23.21,43.81,1011.19,228,4924.0,0,12.64725714997915,840.44754,-48910.22,0
1019.21,5013.76,88.75,1000.0,20.5964604170143,-0.224,0.038,-0.256,1029.0,18.19,70.35,1012.86,56,4985.0,0,20.5964604170143,1048.76709,-48914.57,0
1081.1,,84.09,1000.0,3.2302976758925133,-0.286,0.408,-0.238,990.0,26.87,40.47,1004.02,226,4978.0,1,3.2302976758925133,1070.289,-48914.39,0
1117.08,4963.97,97.11,1000.0,11.080355335781976,-0.413,-0.263,-0.072,993.0,35.86,30.38,1014.95,293,5095.0,1,11.080355335781976,1109.26044,-48907.05,0
1051.65,5098.54,80.9,1000.0,11.413411270012261,0.527,0.56,-0.279,1007.0,22.09,68.93,993.97,118,5020.0,0,11.413411270012261,1059.01155,-48912.55,0
861.06,4939.19,87.12,1000.0,13.186299690212868,-0.272,0.46,0.368,964.0,15.6,44.04,1024.66,115,5089.0,1,13.186299690212868,830.06184,-48920.060000000005,0
1084.07,4775.63,92.63,1000.0,12.153773782815385,-0.695,0.072,-0.323,975.0,28.62,40.54,1009.68,348,4992.0,1,12.153773782815385,1056.96825,-48922.16,0
1070.94,4989.35,98.26,1000.0,27.824161548684106,0.123,-0.136,0.432,1052.0,26.63,70.67,1027.81,309,4999.0,1,27.824161548684106,1126.6288800000002,-48923.26,0
809.77,4820.3,97.36,1000.0,4.289985434553188,-0.004,-1.542,-0.466,1049.0,27.74,54.49,1011.38,135,5115.0,0,4.289985434553188,849.44873,-48919.15,0
964.7,4945.84,97.9,1000.0,8.323411325679855,-0.461,-0.324,-0.834,1031.0,23.26,86.51,1017.12,348,5029.0,1,8.323411325679855,994.6057000000001,-48910.43,0
933.18,5268.56,81.26,1000.0,27.909129204320738,0.509,0.55,-0.899,961.0,16.3,45.99,1030.04,226,4905.0,0,27.909129204320738,896.78598,-48917.18,0
1067.76,4945.9,96.82,1000.0,11.515198630061075,0.265,-0.137,-0.27,984.0,20.29,44.77,1016.16,5,4908.0,0,11.515198630061075,1050.67584,-48912.78,0
886.45,5354.19,95.6,1000.0,13.80216381450721,0.264,0.226,-0.404,1014.0,15.35,63.85,1006.05,332,5008.0,0,13.80216381450721,898.8603,-48906.74,0
1036.35,5286.33,98.05,1000.0,4.360253934703726,0.242,-0.232,-0.426,1059.0,29.6,59.59,1022.58,252,4983.0,2,4.360253934703726,1097.4946499999999,-48927.68,0
1165.28,4884.14,86.23,1000.0,8.670806743778657,0.545,-0.713,0.492,994.0,27.84,35.75,1016.1,159,5008.0,0,8.670806743778657,1158.28832,-48918.88,0
1119.12,4777.78,98.24,1000.0,3.0171725913652123,,0.374,-0.366,999.0,23.52,66.42,1001.6,266,5011.0,1,3.0171725913652123,1118.0008799999998,-48916.55,0
1168.58,4989.49,88.05,1000.0,5.769167403401478,-0.621,-0.614,-0.983,,19.5,74.41,999.06,157,5120.0,0,5.769167403401479,1244.5376999999999,-48916.7,0
1191.4,5230.67,92.68,1000.0,15.024367306792872,-0.104,-0.131,0.282,1011.0,23.5,41.77,1005.45,294,5029.0,0,15.024367306792872,1204.5054000000002,-48915.97,0
804.27,4901.96,88.48,1000.0,18.014525531170676,-0.828,0.182,0.668,1025.0,16.41,45.21,1028.27,49,5110.0,0,18.014525531170676,824.37675,-48920.35,0
1049.1,5181.62,88.55,1000.0,21.428873902332718,-0.531,-0.339,0.225,998.0,22.24,33.96,1014.49,361,4864.0,0,21.428873902332718,1047.0018,-48917.81,0
965.14,5241.69,90.93,1000.0,8.072682943524882,0.81,0.785,-0.335,1005.0,36.14,41.33,1012.43,262,5002.0,0,8.072682943524882,969.9657,-48913.62,0
1143.94,4845.19,87.12,1000.0,9.543125883777789,-0.55,0.986,0.086,1028.0,25.97,53.07,1025.31,309,4939.0,0,9.543125883777789,1175.9703200000001,-48914.94,0
900.73,4864.79,95.85,1000.0,13.768757508674447,-0.587,-0.405,-0.402,967.0,36.91,70.17,1031.21,192,5038.0,0,13.768757508674447,871.0059100000001,-48918.19,0
1192.41,5142.53,92.67,1000.0,4.434422915069029,0.335,-0.385,-0.486,1030.0,15.89,60.46,1013.51,337,4985.0,0,4.434422915069029,1228.1823,-48914.37,0
1045.48,5030.37,93.8,1000.0,19.230481835441996,0.432,-0.219,-0.099,963.0,24.05,41.16,1019.81,0,5108.0,1,19.230481835441996,1006.79724,-48910.810000000005,0
1117.41,4862.79,84.62,1000.0,12.188618944551362,-0.833,0.577,-0.028,992.0,19.54,36.86,1019.97,248,4832.0,0,12.188618944551362,1108.47072,-48914.59,0
834.24,4929.56,99.39,1000.0,27.524141257433314,,0.243,-0.101,1014.0,22.08,59.71,1024.33,69,4869.0,0,27.524141257433314,845.91936,-48914.97,0
873.38,4985.9,93.2,1000.0,5.2988022513183,-0.274,0.375,0.836,985.0,24.95,87.35,1012.06,326,5032.0,1,5.2988022513183,860.2793,-48915.07,0
1103.36,4687.03,83.94,1000.0,5.673318164341435,0.165,0.658,0.021,1022.0,22.73,48.9,1025.29,241,5043.0,0,5.673318164341435,1127.63392,-48912.62,0
808.79,5153.13,95.01,1000.0,9.820092450062036,-0.151,-0.453,0.48,1035.0,19.47,39.39,996.83,309,4953.0,0,9.820092450062036,837.0976499999999,-48905.72,0
1126.75,4904.26,83.47,1000.0,7.219227882165823,-0.683,0.251,1.116,1044.0,22.29,79.65,1016.76,319,5068.0,0,7.219227882165823,1176.327,-48911.63,0
805.58,4443.26,81.27,1000.0,16.381419878216068,-0.241,0.026,-0.237,1014.0,20.16,47.19,1003.92,201,4993.0,1,16.381419878216068,816.85812,-48921.55,0
1062.85,4995.23,90.55,1000.0,25.692917924797676,0.313,0.215,0.074,990.0,26.49,36.42,1007.65,73,5016.0,0,25.692917924797676,1052.2215,-48915.93,0
946.04,4851.69,91.07,1000.0,4.603943303708952,0.972,0.575,0.408,1005.0,29.52,89.43,1027.99,40,4832.0,1,4.603943303708952,950.7701999999999,-48916.46000000001,0
1044.6,5337.76,83.78,1000.0,7.900084720388824,0.195,-0.076,0.061,1000.0,30.95,42.81,1009.4,347,5009.0,0,7.900084720388824,1044.6,-48915.93,0
1078.41,,86.97,1000.0,7.818368778167802,-0.195,-0.348,-0.139,978.0,25.86,50.86,1013.09,287,5018.0,0,7.818368778167802,1054.68498,-48913.6,0
936.99,4780.47,98.92,1000.0,12.652212966816021,-0.59,-0.526,1.172,962.0,24.79,41.61,1010.66,119,4879.0,0,12.652212966816021,901.38438,-48920.77,0
843.18,5101.59,85.7,1000.0,11.63372015696465,-0.079,0.877,0.599,994.0,17.4,87.09,1014.26,324,5034.0,0,11.63372015696465,838.12092,-48917.68,0
827.86,4867.91,83.11,1000.0,17.088111108963705,-0.189,-0.021,-1.051,951.0,24.59,70.83,1023.44,58,4955.0,1,17.088111108963705,787.29486,-48922.270000000004,0
1035.57,4844.11,99.85,1000.0,17.2279840689977,,-0.684,0.679,986.0,26.14,74.32,1011.87,189,5082.0,1,17.2279840689977,1021.07202,-48920.39,0
1008.26,5101.9,86.05,1000.0,13.832541013710724,-0.03,0.691,0.8,955.0,23.37,36.14,1023.05,296,5071.0,0,13.832541013710724,962.8883000000001,-48920.93,0
1096.88,,93.61,1000.0,14.183485935106258,0.24,-0.855,0.598,990.0,19.15,70.33,1018.76,18,4940.0,0,14.183485935106258,1085.9112000000002,-48916.09,0
1003.89,4708.55,84.63,1000.0,20.38656573021153,-0.18,-0.775,0.375,971.0,28.82,61.23,1000.76,76,5040.0,0,20.38656573021153,974.7771899999999,-48916.44,0
968.98,5345.2,91.0,1000.0,10.667232654289634,0.855,-0.158,0.775,961.0,20.89,58.63,1017.35,13,4958.0,0,10.667232654289634,931.18978,-48912.87,0
959.23,5115.9,87.73,1000.0,1.67165932810352,0.292,-0.273,0.441,1068.0,29.42,60.49,1025.35,202,4882.0,0,1.67165932810352,1024.45764,-48917.61,0
810.58,4947.16,99.23,1000.0,7.341814589807664,-0.353,0.156,0.289,1003.0,29.03,67.76,1013.52,296,4976.0,1,7.341814589807665,813.01174,-48917.920000000006,0
934.22,4999.3,88.66,1000.0,2.8461484093090803,0.501,-0.963,0.067,897.0,14.39,35.0,1015.62,301,4928.0,1,2.8461484093090803,837.9953399999999,-48910.76,0
1190.41,5101.17,91.68,1000.0,10.607071821147764,-0.578,0.163,-0.536,1022.0,29.19,65.25,1018.2,171,4976.0,0,10.607071821147764,1216.59902,-48921.76,0
1149.42,5194.67,98.9,1000.0,9.98273353867282,-0.427,0.639,-0.686,957.0,24.02,59.16,1024.07,162,4991.0,2,9.98273353867282,1099.9949400000003,-48919.15,0
931.75,4848.8,99.78,1000.0,4.833617702906426,-0.4,-0.491,0.386,1002.0,16.72,52.16,1027.68,167,4871.0,1,4.833617702906426,933.6135,-48908.19,0
1035.12,5073.23,82.03,1000.0,17.790034947772718,0.664,-0.189,0.378,1027.0,21.96,63.11,1022.53,303,5154.0,0,17.790034947772718,1063.06824,-48916.38,0
1138.92,4898.66,96.69,1000.0,13.4610485055265,-0.089,-0.401,-0.021,1024.0,29.9,51.8,1014.64,297,5003.0,0,13.4610485055265,1166.2540800000002,-48921.01,0
