PlantaID;Nome_Planta;Localizacao;Data_Inspecao;Nivel_Radiacao;Temperatura_Reator;Pressao_Reator;Eficiência_Operacional;Falhas_Detectadas;Custo_Manutencao;Status_Operacional;Potencia_Gerada
NUC-03942;Central Nuclear Santa;MG - Brasil;2024-12-15;1.07;387.84;117.05;74.28;0;85.12;Em Manutenção;2.54
NUC-03943;Angra 2;SP - Brasil;2024-08-24;4.76;266.99;56.42;94.91;2;266.82;Desativada;0
NUC-03944;Angra 1;BA - Brasil;2024-12-07;1.73;347.94;122.93;79.4;2;465.13;Em Manutenção;126.93
NUC-03945;Central Nuclear Santa;SC - Brasil;2024-07-26;1.83;291.19;103.93;79.88;5;187.28;Desativada;0
NUC-03946;NucleoForte;RJ - Brasil;2024-08-31;3.33;267.37;59.01;82.31;5;191.0;Parcialmente Operando;32.91
NUC-03947;NucleoForte;BA - Brasil;2024-10-26;3.45;240.01;83.83;66.39;1;148.19;Em Manutenção;17.1
NUC-03948;NucleoForte;MG - Brasil;2024-09-22;0.89;310.07;128.14;77.5;2;484.55;Desativada;0
NUC-03949;Central Nuclear Santa;MG - Brasil;2023-03-30;3.09;397.94;106.75;78.28;3;293.37;Parcialmente Operando;26.35
NUC-03950;Angra 1;SC - Brasil;2024-03-21;1.64;258.5;61.31;98.9;1;343.0;Parcialmente Operando;52.46
NUC-03951;Central Nuclear Santa;RJ - Brasil;2023-10-22;3.64;224.67;49.3;51.85;2;120.34;Operando;52.15
NUC-03952;NucleoForte;MG - Brasil;2023-11-14;2.43;210.08;71.76;100.0;0;406.42;Parcialmente Operando;17.18
NUC-03953;Reator Atlântico;MG - Brasil;2024-05-31;0.15;284.61;84.28;66.24;2;368.06;Parcialmente Operando;24.06
;NucleoForte;MG - Brasil;2024-01-18;0.93;273.82;83.4;;0;165.37;Desativada;0
NUC-03955;Reator Atlântico;BA - Brasil;2024-03-20;1.73;325.57;84.27;55.62;0;334.24;Desativada;0
NUC-03956;Angra 1;SP - Brasil;2024-10-06;6.04;387.47;62.39;60.07;1;346.07;Em Manutenção;0.79
NUC-03957;Angra 1;BA - Brasil;2024-03-21;4.29;;105.07;86.92;0;491.78;Operando;89.77
NUC-03958;Central Nuclear Santa;SC - Brasil;2023-08-17;2.45;222.84;83.75;90.05;0;319.2;Em Manutenção;9.65
NUC-03959;Angra 1;BA - Brasil;2023-06-02;3.2;259.17;83.0;69.45;1;381.07;Parcialmente Operando;21.7
NUC-03960;Angra 2;SC - Brasil;2024-01-31;1.8;219.77;71.92;95.07;4;286.01;Em Manutenção;14.63
NUC-03961;Reator Atlântico;RJ - Brasil;2024-05-05;4.65;325.77;92.79;96.32;5;362.83;Em Manutenção;7.05
NUC-03962;;RJ - Brasil;2023-08-03;8.28;439.05;97.1;53.74;4;255.4;Parcialmente Operando;24.77
NUC-03963;Central Nuclear Santa;BA - Brasil;2023-10-20;0.06;227.49;75.88;52.12;4;327.13;Operando;45.16
NUC-03964;Angra 2;MG - Brasil;2023-09-27;2.61;245.73;70.73;96.03;2;162.14;Parcialmente Operando;37.87
NUC-03965;NucleoForte;RJ - Brasil;2023-04-10;1.17;254.7;104.11;51.13;2;203.9;Parcialmente Operando;25.1
NUC-03966;NucleoForte;RJ - Brasil;2024-06-07;3.58;275.05;65.22;77.18;3;219.22;Desativada;0
NUC-03967;Reator Atlântico;SP - Brasil;2024-05-15;4.9;215.6;55.96;61.98;2;367.67;Desativada;0
NUC-03968;NucleoForte;SP - Brasil;2024-02-21;0.06;220.57;47.96;70.71;2;479.11;Em Manutenção;19.5
NUC-03969;Reator Atlântico;BA - Brasil;2023-06-23;1.4;415.71;541.71;92.68;0;338.0;Operando;86.3
NUC-03970;Central Nuclear Santa;SP - Brasil;2023-06-27;2.68;422.89;115.2;100.0;3;216.17;Operando;58.48
NUC-03971;Reator Atlântico;SP - Brasil;2023-05-08;1.98;416.51;127.27;84.58;3;265.55;Desativada;0
NUC-03972;Angra 2;MG - Brasil;2023-04-06;3.44;329.87;112.91;;20;236.87;Desativada;0
NUC-03973;Angra 1;RJ - Brasil;2024-02-08;2.24;308.73;90.79;60.37;0;347.56;Desativada;0
NUC-03974;Angra 1;RJ - Brasil;2024-07-20;1.92;332.53;98.49;87.59;5;194.79;Desativada;0
NUC-03975;Reator Atlântico;MG - Brasil;2023-08-22;3.93;442.59;137.02;59.0;3;451.85;Operando;61.42
NUC-03976;;MG - Brasil;2024-11-17;3.87;351.08;124.76;99.77;0;463.98;Parcialmente Operando;45.92
NUC-03977;Central Nuclear Santa;MG - Brasil;2023-05-20;20.51;273.58;74.11;99.8;0;484.89;Parcialmente Operando;56.93
NUC-03978;Angra 2;BA - Brasil;2023-10-13;3.34;338.85;133.13;70.07;2;164.1;Desativada;0
NUC-03979;Reator Atlântico;MG - Brasil;2024-07-20;1.88;260.1;108.63;92.15;3;251.8;Desativada;0
NUC-03980;Central Nuclear Santa;SP - Brasil;2024-06-19;1.49;262.93;90.13;86.8;0;300.13;Em Manutenção;8.25
NUC-03981;Angra 1;SC - Brasil;2024-11-09;3.35;277.14;64.04;82.78;3;67.96;Parcialmente Operando;44.5
NUC-03982;NucleoForte;RJ - Brasil;2023-07-12;3.22;414.17;129.64;91.41;5;56.84;Desativada;0
NUC-03983;Angra 2;SP - Brasil;2024-01-25;4.65;201.75;82.09;55.11;0;194.79;Desativada;0
NUC-03984;NucleoForte;RJ - Brasil;2024-12-23;1.84;295.6;79.41;86.2;5;193.39;Desativada;0
NUC-03985;Angra 1;BA - Brasil;2023-06-21;4.83;253.88;79.13;69.58;3;340.91;Parcialmente Operando;23.32
NUC-03986;NucleoForte;SP - Brasil;2024-06-11;0.94;444.72;99.16;82.55;4;19.97;Desativada;0.0
NUC-03987;Reator Atlântico;MG - Brasil;2024-01-11;0.29;390.07;116.66;93.85;2;224.31;Desativada;0
NUC-03988;Angra 2;BA - Brasil;2023-04-28;2.33;215.75;96.14;100.0;3;412.94;Desativada;0
NUC-03989;NucleoForte;BA - Brasil;2025-01-19;3.12;315.09;113.64;74.18;5;311.69;Parcialmente Operando;41.28
NUC-03990;Central Nuclear Santa;SC - Brasil;2024-09-02;3.29;406.95;114.0;98.01;5;433.18;Parcialmente Operando;56.22
NUC-03991;NucleoForte;BA - Brasil;2023-11-17;0.47;229.78;85.82;58.93;5;974.87;Desativada;0
NUC-03992;NucleoForte;RJ - Brasil;2023-06-14;4.48;251.41;80.62;72.99;1;375.03;Em Manutenção;2.78
NUC-03993;Reator Atlântico;SC - Brasil;2024-08-14;3.71;299.34;67.81;69.36;5;27.39;Desativada;0
NUC-03994;Central Nuclear Santa;MG - Brasil;2024-01-21;2.55;335.11;68.86;80.26;4;77.77;Operando;90.38
NUC-03995;Reator Atlântico;MG - Brasil;2023-09-08;0.8;398.11;88.93;78.79;3;355.15;Desativada;0
NUC-03996;NucleoForte;RJ - Brasil;2024-02-11;2.64;333.94;137.54;85.99;2;316.38;Operando;96.59
NUC-03997;;SC - Brasil;2023-05-27;4.02;439.39;160.19;81.06;5;250.61;;15.69
NUC-03998;Central Nuclear Santa;BA - Brasil;2023-07-14;4.34;431.32;113.47;87.84;3;469.86;Em Manutenção;5.91
NUC-03999;NucleoForte;BA - Brasil;2023-11-14;2.64;208.74;68.2;81.76;12;51.39;Operando;80.21
NUC-04000;NucleoForte;MG - Brasil;2024-07-25;0.14;225.96;62.39;67.01;1;236.16;Parcialmente Operando;27.28
NUC-04001;Angra 1;BA - Brasil;2025-01-28;3.73;309.62;84.9;78.93;0;107.21;Desativada;0
NUC-04002;Central Nuclear Santa;RJ - Brasil;2024-06-23;0.65;434.37;130.14;52.01;2;203.41;Desativada;0
NUC-04003;Angra 1;SP - Brasil;2024-03-21;1.62;371.31;930.75;90.65;1;323.21;Parcialmente Operando;41.29
NUC-04004;Angra 1;SP - Brasil;2023-10-30;3.84;389.9;134.17;53.29;0;351.49;Em Manutenção;14.0
NUC-04005;NucleoForte;BA - Brasil;2024-05-22;4.82;422.75;118.17;53.37;4;325.02;Parcialmente Operando;29.36
;Reator Atlântico;SP - Brasil;2023-02-16;;250.41;62.27;98.88;0;343.49;Parcialmente Operando;33.63
NUC-04007;Reator Atlântico;SC - Brasil;2024-04-02;4.98;278.46;105.1;51.21;2;119.66;Desativada;0
NUC-04008;Angra 1;SC - Brasil;2023-07-31;4.82;423.12;111.8;74.58;2;136.35;Em Manutenção;14.75
NUC-04009;Angra 2;MG - Brasil;2023-03-18;1.27;283.29;93.96;69.6;;433.14;Em Manutenção;10.7
NUC-04010;Central Nuclear Santa;;2023-06-20;3.7;245.63;82.13;82.91;2;406.25;Em Manutenção;6.8
NUC-04011;Angra 1;SP - Brasil;2023-12-31;2.02;2835.54;81.2;81.66;5;326.57;Parcialmente Operando;39.49
NUC-04012;Angra 1;SC - Brasil;2023-09-17;1.76;419.16;121.77;66.22;0;407.63;Operando;76.24
NUC-04013;;MG - Brasil;2024-07-13;4.45;304.49;79.57;70.42;0;113.93;Desativada;0
NUC-04014;NucleoForte;;2023-07-12;4.77;359.02;94.48;93.32;0;145.72;Parcialmente Operando;47.26
NUC-04015;NucleoForte;BA - Brasil;2023-02-18;1.63;322.84;100.81;83.65;5;333.68;Em Manutenção;8.47
NUC-04016;Angra 1;BA - Brasil;2023-06-03;4.81;330.05;113.46;52.47;4;74.21;Operando;51.83
NUC-04017;NucleoForte;SC - Brasil;2023-08-09;4.29;270.06;65.02;58.61;4;430.7;Parcialmente Operando;32.78
NUC-04018;Angra 2;SP - Brasil;2023-12-12;4.61;320.32;129.63;92.73;4;157.14;Em Manutenção;0.5
NUC-04019;Angra 1;BA - Brasil;2024-01-18;4.34;377.45;103.74;89.37;2;355.3;Desativada;0
NUC-04020;Angra 2;SP - Brasil;2024-01-28;0.05;385.4;138.79;76.91;4;454.49;Operando;375.79
NUC-04021;Reator Atlântico;SP - Brasil;2023-03-08;1.89;383.53;121.39;90.54;1;265.74;Em Manutenção;6.01
NUC-04022;NucleoForte;RJ - Brasil;2024-11-19;2.97;408.06;154.68;96.13;2;327.02;Desativada;0
NUC-04023;NucleoForte;RJ - Brasil;2024-07-04;3.79;240.28;96.44;50.7;;27.46;Em Manutenção;0.19
NUC-04024;Angra 2;SC - Brasil;2024-10-15;1.14;262.48;106.61;56.61;2;221.05;Desativada;0
NUC-04025;Central Nuclear Santa;SP - Brasil;2023-03-10;0.48;281.47;81.99;93.08;2;;Em Manutenção;10.37
NUC-04026;NucleoForte;BA - Brasil;2024-05-28;3.29;231.9;61.88;86.4;2;193.29;Operando;69.16
NUC-04027;Reator Atlântico;SP - Brasil;2024-11-16;1.15;385.38;127.3;97.23;4;;Em Manutenção;5.34
NUC-04028;Central Nuclear Santa;BA - Brasil;2023-08-23;37.28;288.67;685.43;51.54;3;412.94;Parcialmente Operando;22.11
NUC-04029;Angra 2;SC - Brasil;2024-07-02;;426.29;106.34;74.47;5;435.83;Em Manutenção;9.96
NUC-04030;NucleoForte;MG - Brasil;2024-08-20;4.84;247.62;60.3;94.81;5;283.34;Operando;112.83
NUC-04031;Angra 2;SP - Brasil;2024-10-12;4.06;427.09;78.92;61.28;4;85.1;Em Manutenção;118.9
NUC-04032;Reator Atlântico;SC - Brasil;2023-12-03;4.38;374.23;125.71;70.92;4;146.61;Parcialmente Operando;36.6
NUC-04033;Reator Atlântico;RJ - Brasil;2023-03-07;1.0;382.78;69.33;57.49;5;249.11;Parcialmente Operando;136.56
NUC-04034;Central Nuclear Santa;SC - Brasil;2023-02-15;3.74;447.71;159.13;56.28;0;320.84;Parcialmente Operando;27.55
NUC-04035;Angra 2;SP - Brasil;2023-11-19;1.99;382.03;92.79;56.32;2;145.3;Parcialmente Operando;22.65
NUC-04036;Angra 2;SP - Brasil;2024-12-07;2.21;432.39;116.86;53.47;3;33.72;Parcialmente Operando;28.91
NUC-04037;Central Nuclear Santa;SP - Brasil;2023-11-03;4.5;266.73;86.03;67.67;2;314.25;Em Manutenção;8.1
NUC-04038;Central Nuclear Santa;SC - Brasil;2023-11-14;2.86;255.12;86.29;54.21;0;27.26;Operando;46.3
NUC-04039;;RJ - Brasil;2024-04-18;4.39;449.22;86.88;55.38;0;330.0;Desativada;0
NUC-04040;Central Nuclear Santa;BA - Brasil;2023-09-12;3.92;408.39;109.87;81.0;2;362.41;Em Manutenção;11.45
NUC-04041;Central Nuclear Santa;SP - Brasil;;3.4;227.13;103.55;94.02;5;154.92;Operando;75.29
NUC-04042;Angra 2;MG - Brasil;2024-07-08;2.4;430.11;121.07;71.32;3;54.98;Em Manutenção;19.96
NUC-04043;NucleoForte;SP - Brasil;2024-03-16;0.04;343.35;88.85;98.2;1;378.32;Parcialmente Operando;49.75
NUC-04044;Angra 1;BA - Brasil;2023-03-22;0.48;295.36;110.92;93.26;3;327.69;Em Manutenção;17.79
NUC-04045;NucleoForte;SC - Brasil;2023-07-19;3.32;326.81;127.24;67.65;5;263.39;Parcialmente Operando;21.05
NUC-04046;Angra 1;SP - Brasil;2023-06-25;4.93;236.5;90.29;89.34;5;166.14;Desativada;0
NUC-04047;Angra 2;BA - Brasil;2024-05-10;0.96;410.01;89.98;98.32;;480.96;Parcialmente Operando;35.47
NUC-04048;Central Nuclear Santa;SC - Brasil;2024-01-01;0.85;422.15;145.88;63.87;0;243.13;Operando;61.32
NUC-04049;NucleoForte;MG - Brasil;2024-03-17;4.74;234.12;84.91;63.99;2;429.82;Parcialmente Operando;36.68
NUC-04050;NucleoForte;SC - Brasil;2023-10-04;3.77;236.06;68.45;84.23;3;56.17;Em Manutenção;16.9
NUC-04051;Angra 2;SC - Brasil;2023-12-06;0.58;395.83;116.8;91.62;4;265.26;Desativada;0
NUC-04052;Angra 1;SP - Brasil;2024-01-29;0.21;385.17;93.82;98.65;4;487.81;Desativada;
NUC-04053;Angra 2;BA - Brasil;2024-10-05;2.17;291.69;70.33;95.1;3;161.17;Desativada;0
NUC-04054;Central Nuclear Santa;SC - Brasil;2024-04-07;3.83;256.33;80.43;57.33;3;268.2;Desativada;0
NUC-04055;Central Nuclear Santa;SC - Brasil;2023-12-25;0.07;312.32;109.77;88.34;4;409.66;Desativada;0
NUC-04056;Reator Atlântico;BA - Brasil;2023-08-02;4.28;341.16;97.14;66.28;4;436.03;Desativada;0
NUC-04057;NucleoForte;BA - Brasil;2024-09-17;4.35;256.84;71.31;100.0;5;408.53;Desativada;0
NUC-04058;Central Nuclear Santa;SP - Brasil;2023-07-14;2.8;447.55;162.32;81.57;5;79.88;Desativada;0
NUC-04059;Angra 1;RJ - Brasil;2024-08-09;3.28;328.89;71.43;84.19;5;67.24;Parcialmente Operando;
NUC-04060;Reator Atlântico;BA - Brasil;2023-05-30;3.28;430.91;124.38;89.61;5;244.5;Desativada;0
NUC-04061;Angra 2;RJ - Brasil;2024-01-14;3.36;316.52;106.57;50.85;0;240.44;Em Manutenção;12.4
NUC-04062;Reator Atlântico;SP - Brasil;2024-05-20;0.26;423.08;152.6;52.77;0;107.08;Operando;62.72
NUC-04063;Angra 1;MG - Brasil;2024-04-25;3.37;388.62;124.6;96.98;1;331.33;Operando;91.76
;Central Nuclear Santa;SC - Brasil;2024-02-03;2.45;268.58;70.51;79.88;5;473.77;Operando;67.43
NUC-04065;Angra 2;BA - Brasil;2024-11-16;0.85;310.7;67.42;59.01;0;1960.11;Desativada;0
NUC-04066;Reator Atlântico;MG - Brasil;2024-09-26;0.14;418.1;871.77;81.87;1;125.51;Desativada;0
NUC-04067;Angra 1;MG - Brasil;2024-10-25;4.68;234.92;94.37;70.8;4;221.55;Desativada;0
NUC-04068;Angra 2;BA - Brasil;2024-08-18;1.9;322.71;99.64;56.53;2;28.07;Parcialmente Operando;26.87
NUC-04069;NucleoForte;RJ - Brasil;2023-02-27;4.74;292.03;89.75;72.78;0;361.4;Parcialmente Operando;38.47
NUC-04070;NucleoForte;SC - Brasil;2023-04-30;0.44;274.68;68.18;90.21;12;407.67;Em Manutenção;12.66
NUC-04071;Angra 1;RJ - Brasil;2023-06-10;1.01;210.52;99.58;96.95;0;426.72;Desativada;0
NUC-04072;Reator Atlântico;SP - Brasil;2024-01-13;1.9;316.04;64.23;91.03;0;387.84;Parcialmente Operando;37.64
NUC-04073;Angra 1;MG - Brasil;2023-05-26;1.55;371.34;83.11;89.21;2;27.0;Operando;98.09
NUC-04074;Central Nuclear Santa;MG - Brasil;2023-09-12;4.36;390.51;143.74;97.85;0;;Em Manutenção;3.24
NUC-04075;NucleoForte;RJ - Brasil;2024-12-09;2.94;354.81;70.71;61.2;0;74.79;Desativada;0
NUC-04076;NucleoForte;SC - Brasil;2023-03-22;2.01;223.78;;53.09;4;174.58;Em Manutenção;2.03
NUC-04077;Reator Atlântico;MG - Brasil;2023-12-21;2.0;262.43;94.56;92.66;0;397.74;Operando;86.15
NUC-04078;Reator Atlântico;MG - Brasil;2023-02-13;;435.78;119.22;92.51;0;235.76;Parcialmente Operando;29.44
NUC-04079;Reator Atlântico;SC - Brasil;2024-04-18;2.36;;82.38;85.08;3;33.7;Em Manutenção;8.57
NUC-04080;Central Nuclear Santa;;2023-12-13;0.09;424.22;137.36;69.86;3;209.7;Desativada;0
NUC-04081;Angra 1;SP - Brasil;2024-06-15;2.38;233.9;101.49;96.33;0;79.36;Em Manutenção;7.0
NUC-04082;Angra 1;SC - Brasil;2023-07-19;2.48;251.88;71.7;76.35;2;32.26;Em Manutenção;5.78
NUC-04083;Angra 1;BA - Brasil;2023-05-02;5.16;235.14;62.82;89.48;1;339.75;Em Manutenção;11.14
NUC-04084;Reator Atlântico;BA - Brasil;2023-05-05;2.65;357.14;93.47;57.84;5;115.61;Desativada;0
;Angra 2;SP - Brasil;2023-10-20;1.07;216.68;74.88;77.6;1;38.43;Operando;80.65
NUC-04086;Angra 2;BA - Brasil;2024-09-10;4.34;263.56;108.77;90.38;2;343.85;Parcialmente Operando;35.48
NUC-04087;NucleoForte;SP - Brasil;2024-03-23;4.79;337.42;99.5;55.69;0;341.85;Em Manutenção;10.63
NUC-04088;Central Nuclear Santa;MG - Brasil;2023-06-20;3.89;339.14;106.73;56.24;;63.51;Em Manutenção;16.21
NUC-04089;Reator Atlântico;MG - Brasil;2024-04-04;2.64;341.53;110.06;82.61;4;256.72;Desativada;0
NUC-04090;Central Nuclear Santa;SC - Brasil;2023-09-14;1.63;438.6;110.47;50.17;3;268.91;Em Manutenção;1.28
NUC-04091;Angra 2;SC - Brasil;2023-10-13;2.98;223.44;87.0;71.23;3;364.28;Parcialmente Operando;25.38
NUC-04092;Central Nuclear Santa;SP - Brasil;2023-06-01;4.58;385.23;117.49;100.0;0;355.07;Em Manutenção;6.53
NUC-04093;Angra 2;MG - Brasil;2023-06-10;3.65;429.04;90.67;82.19;2;364.28;Desativada;
NUC-04094;NucleoForte;SC - Brasil;2023-11-11;1.16;245.24;53.88;86.05;5;27.36;Em Manutenção;11.58
NUC-04095;Central Nuclear Santa;RJ - Brasil;2023-03-23;1.97;;102.14;94.18;1;295.59;Desativada;0
NUC-04096;Reator Atlântico;BA - Brasil;2024-03-06;4.68;255.81;94.32;95.32;0;245.82;Parcialmente Operando;39.68
NUC-04097;Reator Atlântico;BA - Brasil;2024-06-24;2.43;313.74;65.15;62.15;12;71.39;Desativada;0
NUC-04098;Angra 2;MG - Brasil;2024-02-07;4.5;268.39;86.79;50.8;5;129.84;Desativada;0
NUC-04099;Central Nuclear Santa;RJ - Brasil;2023-04-21;0.12;336.14;122.17;78.41;;427.19;Desativada;0
NUC-04100;NucleoForte;SP - Brasil;2024-07-18;3.39;398.25;80.28;89.51;0;235.89;Desativada;0
NUC-04101;Central Nuclear Santa;BA - Brasil;2023-03-19;39.26;232.58;87.3;54.04;1;2212.1;Parcialmente Operando;24.14
NUC-04102;Reator Atlântico;RJ - Brasil;2024-06-01;2.95;251.29;54.09;51.2;1;256.38;Parcialmente Operando;23.01
NUC-04103;Angra 2;BA - Brasil;2023-04-09;;2871.23;66.43;73.64;5;370.72;Desativada;0
NUC-04104;Angra 1;SP - Brasil;2023-04-09;21.44;301.37;59.88;81.42;1;388.93;Em Manutenção;0.4
NUC-04105;Central Nuclear Santa;MG - Brasil;2024-10-27;0.47;306.98;116.38;72.2;5;376.37;Em Manutenção;6.16
NUC-04106;Angra 2;SC - Brasil;2023-10-08;3.19;240.35;61.66;78.26;3;442.45;Parcialmente Operando;37.15
;Angra 2;RJ - Brasil;2023-07-30;0.74;268.27;79.21;97.28;0;85.34;Desativada;0
NUC-04108;Angra 2;SP - Brasil;2024-06-08;4.1;418.26;122.07;77.17;1;70.87;Em Manutenção;5.76
NUC-04109;NucleoForte;MG - Brasil;2024-05-12;1.68;235.85;55.12;91.49;1;92.69;Operando;106.62
NUC-04110;Central Nuclear Santa;RJ - Brasil;2024-05-03;3.38;350.27;107.45;74.88;2;377.51;;0.0
NUC-04111;NucleoForte;BA - Brasil;2023-08-30;1.42;376.01;112.64;82.21;3;32.58;Em Manutenção;13.29
NUC-04112;NucleoForte;SP - Brasil;2023-03-20;4.57;307.49;118.49;95.33;;328.95;Parcialmente Operando;30.39
NUC-04113;NucleoForte;SP - Brasil;2023-09-22;4.87;274.29;62.33;78.75;;199.72;Em Manutenção;14.35
NUC-04114;NucleoForte;MG - Brasil;2023-02-27;3.31;240.3;65.13;99.37;2;370.88;Parcialmente Operando;38.97
NUC-04115;NucleoForte;BA - Brasil;2024-07-26;3.14;351.84;104.96;76.4;1;281.84;Desativada;0
NUC-04116;Angra 2;BA - Brasil;2023-11-25;2.27;355.77;57.55;76.31;5;121.78;Parcialmente Operando;40.56
NUC-04117;NucleoForte;RJ - Brasil;2023-08-20;0.17;290.0;76.69;55.41;3;336.03;Em Manutenção;15.89
NUC-04118;Reator Atlântico;MG - Brasil;2024-12-02;2.85;217.99;84.61;70.63;1;155.26;Operando;84.43
NUC-04119;Angra 2;BA - Brasil;2023-10-16;1.35;336.6;85.05;82.26;4;139.57;Operando;66.0
NUC-04120;Angra 1;SC - Brasil;2024-10-09;2.47;;99.82;74.32;4;295.36;Operando;74.51
NUC-04121;Reator Atlântico;MG - Brasil;2024-01-14;4.47;267.38;92.7;69.99;5;72.19;Operando;76.64
NUC-04122;Central Nuclear Santa;RJ - Brasil;2023-12-01;2.71;215.48;60.14;92.63;3;165.74;;4.39
NUC-04123;NucleoForte;MG - Brasil;;3.52;267.11;93.86;85.16;3;167.96;Desativada;0
NUC-04124;NucleoForte;BA - Brasil;2024-09-06;4.89;399.67;123.36;98.16;0;135.56;Em Manutenção;6.58
NUC-04125;NucleoForte;MG - Brasil;2024-08-10;1.71;327.27;73.72;50.27;4;346.42;Operando;54.1
NUC-04126;Angra 2;SP - Brasil;2023-08-04;2.32;274.41;71.78;56.3;1;246.28;Desativada;0
NUC-04127;Angra 2;BA - Brasil;2024-09-16;;229.4;81.16;70.33;1;137.6;Em Manutenção;8.93
NUC-04128;Reator Atlântico;BA - Brasil;2023-11-23;4.79;445.02;163.01;100.0;3;430.24;Em Manutenção;9.51
NUC-04129;Central Nuclear Santa;SP - Brasil;2024-12-07;3.35;381.27;117.98;57.11;3;494.32;Em Manutenção;17.97
NUC-04130;Angra 2;SP - Brasil;2024-09-08;1.29;370.02;92.1;63.0;3;474.23;Operando;51.37
NUC-04131;Angra 2;SC - Brasil;2024-11-02;;;74.66;97.44;3;109.1;Em Manutenção;16.39
NUC-04132;Central Nuclear Santa;BA - Brasil;2023-08-07;2.79;348.64;65.06;80.57;5;102.54;Desativada;0
NUC-04133;Reator Atlântico;BA - Brasil;2024-12-10;2.99;201.28;87.47;52.56;24;405.94;Em Manutenção;6.25
NUC-04134;Reator Atlântico;RJ - Brasil;2024-05-28;4.43;328.32;803.15;97.02;2;255.32;Operando;85.34
NUC-04135;;RJ - Brasil;2024-02-08;0.03;432.42;130.9;67.59;5;362.43;Parcialmente Operando;26.19
NUC-04136;Central Nuclear Santa;SP - Brasil;2024-12-14;0.2;305.93;123.1;57.96;1;262.11;Em Manutenção;9.66
NUC-04137;Angra 2;MG - Brasil;2023-04-07;1.88;381.17;112.9;59.09;5;315.42;Desativada;0
NUC-04138;Angra 2;BA - Brasil;2024-03-05;0.88;219.72;81.31;81.64;1;463.15;Parcialmente Operando;41.61
NUC-04139;Angra 2;MG - Brasil;2024-12-05;3.86;428.88;96.72;70.6;1;121.1;;68.74
NUC-04140;Central Nuclear Santa;BA - Brasil;2024-06-17;3.86;447.98;106.61;55.1;;133.79;Em Manutenção;12.43
NUC-04141;Angra 1;SC - Brasil;2023-03-04;0.86;398.54;86.07;52.13;2;126.45;Desativada;0
NUC-04142;Reator Atlântico;RJ - Brasil;2024-05-14;4.37;4159.27;124.61;87.62;0;139.99;Parcialmente Operando;47.66
NUC-04143;Reator Atlântico;SP - Brasil;2024-05-01;3.88;352.17;102.6;93.78;4;400.79;Operando;95.05
NUC-04144;Reator Atlântico;RJ - Brasil;2023-04-09;2.21;240.69;82.0;76.05;5;339.23;Em Manutenção;10.54
NUC-04145;Angra 1;MG - Brasil;2023-07-06;1.23;1275.65;63.85;69.96;0;18.31;Em Manutenção;13.02
NUC-04146;Reator Atlântico;MG - Brasil;2023-12-25;1.94;220.67;61.82;72.35;4;42.82;Operando;76.32
NUC-04147;NucleoForte;RJ - Brasil;2024-08-20;3.06;309.95;101.7;93.29;1;380.45;Em Manutenção;6.72
NUC-04148;Angra 1;RJ - Brasil;2025-01-10;4.02;243.32;79.56;93.98;5;442.07;Operando;85.31
NUC-04149;NucleoForte;SP - Brasil;2024-04-08;1.74;292.39;62.44;75.82;2;456.54;Operando;70.44
;Reator Atlântico;RJ - Brasil;2023-04-13;1.7;366.38;141.79;55.41;1;356.56;Em Manutenção;3.39
NUC-04151;Reator Atlântico;SP - Brasil;2023-11-26;0.08;347.98;129.05;69.97;5;418.7;Desativada;0
NUC-04152;Reator Atlântico;BA - Brasil;2023-09-26;4.16;391.21;93.65;99.21;3;17.71;Em Manutenção;11.85
NUC-04153;NucleoForte;BA - Brasil;2023-06-05;0.54;267.22;89.49;90.7;0;385.34;Desativada;0
NUC-04154;Reator Atlântico;RJ - Brasil;2023-10-04;4.16;366.68;83.28;100.0;2;149.88;Parcialmente Operando;36.49
NUC-04155;Central Nuclear Santa;SP - Brasil;2023-07-26;2.89;220.06;94.08;90.85;1;476.29;Operando;77.11
NUC-04156;Central Nuclear Santa;BA - Brasil;2024-11-26;3.24;430.48;102.08;85.02;1;206.99;Parcialmente Operando;29.28
NUC-04157;Angra 1;MG - Brasil;2024-05-05;25.46;276.99;75.84;72.82;0;252.48;Em Manutenção;15.69
NUC-04158;Central Nuclear Santa;SC - Brasil;2024-02-09;1.09;271.52;61.07;54.9;0;13.43;Operando;50.52
NUC-04159;Angra 1;SC - Brasil;;3.21;329.5;107.3;74.39;1;47.98;Parcialmente Operando;25.14
NUC-04160;Reator Atlântico;BA - Brasil;2023-10-30;0.27;348.0;96.94;78.77;1;243.38;;46.13
NUC-04161;Angra 2;MG - Brasil;2023-10-08;;307.39;66.8;80.98;13;368.89;Operando;66.44
NUC-04162;NucleoForte;RJ - Brasil;2024-02-05;2.82;246.14;78.58;52.71;0;37.66;Operando;52.28
NUC-04163;NucleoForte;BA - Brasil;2023-11-20;1.33;327.27;89.64;57.05;0;347.25;Em Manutenção;9.98
NUC-04164;Central Nuclear Santa;MG - Brasil;2024-10-15;2.01;290.72;78.78;98.29;12;435.43;Desativada;0
NUC-04165;Central Nuclear Santa;MG - Brasil;2024-08-21;3.56;265.63;98.95;63.18;0;482.71;Desativada;0
NUC-04166;Angra 2;SC - Brasil;2023-03-18;4.03;280.41;100.26;83.15;4;263.0;Operando;66.65
NUC-04167;Angra 2;SC - Brasil;2024-05-16;2.1;437.17;149.14;51.93;3;304.14;Em Manutenção;19.54
